LOCATION_CODE,LOCATION_NAME,PRIMARY_ADDRESS_LINE_1,X_COORDINATE,Y_COORDINATE,COMMUNITY_DISTRICT,COUNCIL_DISTRICT,CENSUS_TRACT,BOROUGH_BLOCK_LOT,NTA,NTA_NAME,PRINCIPAL_NAME,GEOGRAPHICAL_DISTRICT_CODE,ADMIN_DISTRICT_LOCATION_CODE,ADMINISTRATIVE_DISTRICT_NAME,Location 1
M328,Community Math & Science Prep,401 WEST 164 STREET,1001610,244219,112,10,24301,1021110024,MN36,Washington Heights South                                                   ,Olga Quiles,6,M806,COMMUNITY SCHOOL DISTRICT 06,"401 WEST 164 STREET
MANHATTAN, NY 10032
(40.836982, -73.937263)"
M346,Community Health Academy of the Heights,504 WEST 158TH STREET,1000218,242961,112,7,24100,1021160031,MN36,Washington Heights South                                                   ,MARK HOUSE,6,HS07,NULL,"504 WEST 158TH STREET
MANHATTAN, NY 10032
(40.833695, -73.942074)"
M348,Washington Heights Expeditionary Learning School,511 WEST 182ND STREET,1003342,248712,112,10,26900,1021550035,MN35,Washington Heights North                                                   ,Thomas Rochowicz,6,HS12,NULL,"511 WEST 182ND STREET
MANHATTAN, NY 10033
(40.849311, -73.930991)"
M349,Harbor Heights,306 FORT WASHINGTON AVENUE,1000910,247307,112,10,26300,1021420154,MN36,Washington Heights South                                                   ,MONICA KLEHR,6,M806,COMMUNITY SCHOOL DISTRICT 06,"306 FORT WASHINGTON AVENUE
MANHATTAN, NY 10033
(40.845459, -73.939785)"
M366,Washington Heights Academy,202 SHERMAN AVE,1005926,254640,112,10,29300,1022260041,MN01,Marble Hill-Inwood                                                         ,Renzo Martinez,6,M806,COMMUNITY SCHOOL DISTRICT 06,"202 SHERMAN AVE
MANHATTAN, NY 10034
(40.865575, -73.921631)"
M528,I.S. 528 Bea Fuller Rodgers School,180 WADSWORTH AVENUE,1002322,249211,112,10,27100,1021640032,MN35,Washington Heights North                                                   ,CARLOS PICHARDO,6,M806,COMMUNITY SCHOOL DISTRICT 06,"180 WADSWORTH AVENUE
MANHATTAN, NY 10033
(40.850683, -73.934676)"
X005,P.S. 5 Port Morris,564 JACKSON AVENUE,1009617,235815,201,8,7300,2026420001,BX34,Melrose South-Mott Haven North                                             ,DANIELLE KEANE,7,X807,COMMUNITY SCHOOL DISTRICT 07,"564 JACKSON AVENUE
BRONX, NY 10455
(40.813896, -73.908358)"
X029,P.S./M.S. 029 Melrose School,758 COURTLANDT AVENUE,1007383,238599,201,17,6900,2024030001,BX34,Melrose South-Mott Haven North                                             ,Deborah Sanabria,7,X807,COMMUNITY SCHOOL DISTRICT 07,"758 COURTLANDT AVENUE
BRONX, NY 10451
(40.821544, -73.916419)"
X031,P.S./M.S. 031 The William Lloyd Garrison,250 EAST 156 STREET,1006076,238973,204,17,6100,2024430190,BX14,East Concourse-Concourse Village                                           ,WILLIAM HEWLETT  JR,7,X807,COMMUNITY SCHOOL DISTRICT 07,"250 EAST 156 STREET
BRONX, NY 10451
(40.822574, -73.92114)"
X151,J.H.S. 151 Lou Gehrig,250 EAST 156 STREET,1006076,238973,204,17,6100,2024430190,BX14,East Concourse-Concourse Village                                           ,Socorro Rivera,7,X807,COMMUNITY SCHOOL DISTRICT 07,"250 EAST 156 STREET
BRONX, NY 10451
(40.822574, -73.92114)"
X221,South Bronx Preparatory: A College Board School,360 EAST 145 STREET,1006159,235708,201,8,4300,2023060054,BX39,Mott Haven-Port Morris                                                     ,ELLEN FLANAGAN,7,HS02,NULL,"360 EAST 145 STREET
BRONX, NY 10454
(40.813612, -73.920851)"
X223,The Laboratory School of Finance and Technology: X,360 EAST 145 STREET,1006159,235708,201,8,4300,2023060054,BX39,Mott Haven-Port Morris                                                     ,DR. RAMON GONZALEZ,7,X807,COMMUNITY SCHOOL DISTRICT 07,"360 EAST 145 STREET
BRONX, NY 10454
(40.813612, -73.920851)"
X224,P.S./I.S. 224,345 BROOK AVENUE,1006735,234507,201,8,4100,2022860036,BX39,Mott Haven-Port Morris                                                     ,PATRICIA CATANIA,7,X807,COMMUNITY SCHOOL DISTRICT 07,"345 BROOK AVENUE
BRONX, NY 10454
(40.810314, -73.918774)"
X296,South Bronx Academy for Applied Media,778 FOREST AVENUE,1010437,237567,201,17,7700,2026550030,BX34,Melrose South-Mott Haven North                                             ,ROSHONE AULT-LEE,7,X807,COMMUNITY SCHOOL DISTRICT 07,"778 FOREST AVENUE
BRONX, NY 10456
(40.818703, -73.905389)"
X298,Academy of Public Relations,778 FOREST AVENUE,1010437,237567,201,17,7700,2026550030,BX34,Melrose South-Mott Haven North                                             ,AMY ANDINO-FLOHR,7,X807,COMMUNITY SCHOOL DISTRICT 07,"778 FOREST AVENUE
BRONX, NY 10456
(40.818703, -73.905389)"
X343,Academy of Applied Mathematics and Technology,345 BROOK AVENUE,1006735,234507,201,8,4100,2022860036,BX39,Mott Haven-Port Morris                                                     ,Vincent Gassetto,7,X807,COMMUNITY SCHOOL DISTRICT 07,"345 BROOK AVENUE
BRONX, NY 10454
(40.810314, -73.918774)"
X500,Hostos-Lincoln Academy of Science,600 SAINT ANN'S AVENUE,1008598,236164,201,17,7300,2026160001,BX34,Melrose South-Mott Haven North                                             ,NICHOLAS PAARLBERG,7,HS03,NULL,"600 SAINT ANN'S AVENUE
BRONX, NY 10455
(40.814857, -73.912038)"
X551,The Urban Assembly Bronx Academy of Letters,339 MORRIS AVENUE,1004735,235732,201,8,5100,2023330070,BX39,Mott Haven-Port Morris                                                     ,BRANDON CARDET HERNANDE,7,HS03,NULL,"339 MORRIS AVENUE
BRONX, NY 10451
(40.813681, -73.925995)"
X584,I.S. 584,600 SAINT ANN'S AVENUE,1008598,236164,201,17,7300,2026160001,BX34,Melrose South-Mott Haven North                                             ,TANNIS SERTIMA,7,X807,COMMUNITY SCHOOL DISTRICT 07,"600 SAINT ANN'S AVENUE
BRONX, NY 10455
(40.814857, -73.912038)"
X071,P.S. 071 Rose E. Scala,3040 ROBERTS AVENUE,1031406,247318,210,13,26602,2041710001,BX10,Pelham Bay-Country Club-City Island                                        ,Margaret Mirando,8,X808,COMMUNITY SCHOOL DISTRICT 08,"3040 ROBERTS AVENUE
BRONX, NY 10461
(40.845379, -73.829562)"
X101,M.S. X101 Edward R. Byrne,2750 LAFAYETTE AVENUE,1031516,240651,210,13,15200,2055470001,BX52,Schuylerville-Throgs Neck-Edgewater Park                                   ,Jared Rosoff,8,X808,COMMUNITY SCHOOL DISTRICT 08,"2750 LAFAYETTE AVENUE
BRONX, NY 10465
(40.82708, -73.829211)"
X123,J.H.S. 123 James M. Kieran,1025 MORRISON AVENUE,1019077,239868,209,18,4800,2037180001,BX55,Soundview-Bruckner                                                         ,RICHARD HALLENBECK JR,8,X808,COMMUNITY SCHOOL DISTRICT 08,"1025 MORRISON AVENUE
BRONX, NY 10472
(40.824989, -73.874162)"
X125,J.H.S. 125 Henry Hudson,1111 PUGSLEY AVENUE,1023580,241392,209,18,4001,2037900040,BX55,Soundview-Bruckner                                                         ,Michael Collins,8,X808,COMMUNITY SCHOOL DISTRICT 08,"1111 PUGSLEY AVENUE
BRONX, NY 10472
(40.829153, -73.857882)"
X131,J.H.S. 131 Albert Einstein,885 BOLTON AVENUE,1022998,239122,209,18,4200,2036440001,BX09,Soundview-Castle Hill-Clason Point-Harding Park                            ,Monique Mason,8,X808,COMMUNITY SCHOOL DISTRICT 08,"885 BOLTON AVENUE
BRONX, NY 10473
(40.822925, -73.859998)"
X269,Bronx Studio School for Writers and Artists,928 SIMPSON STREET,1013876,238185,202,17,8900,2027230033,BX27,Hunts Point                                                                ,Dawn Verhille,8,X808,COMMUNITY SCHOOL DISTRICT 08,"928 SIMPSON STREET
BRONX, NY 10459
(40.820388, -73.892961)"
X301,M.S. 301 Paul L. Dunbar,890 CAULDWELL AVENUE,1010062,238874,203,16,18500,2026310048,BX35,Morrisania-Melrose                                                         ,Hesham Farid,8,X808,COMMUNITY SCHOOL DISTRICT 08,"890 CAULDWELL AVENUE
BRONX, NY 10456
(40.822291, -73.906739)"
X302,M.S. 302 Luisa Dessus Cruz,681 KELLY STREET,1011487,236612,202,17,8300,2026860020,BX33,Longwood                                                                   ,Liza Ortiz,8,X808,COMMUNITY SCHOOL DISTRICT 08,"681 KELLY STREET
BRONX, NY 10455
(40.816078, -73.901599)"
X337,The School for Inquiry and Social Justice,1025 MORRISON AVENUE,1019077,239868,209,18,4800,2037180001,BX55,Soundview-Bruckner                                                         ,A CYPRYS,8,X808,COMMUNITY SCHOOL DISTRICT 08,"1025 MORRISON AVENUE
BRONX, NY 10472
(40.824989, -73.874162)"
X367,"Archimedes Academy for Math, Science and Technolog",456 WHITE PLAINS ROAD,1024090,236252,209,18,400,2034780018,BX09,Soundview-Castle Hill-Clason Point-Harding Park                            ,MIRIAM LAZAR,8,X808,COMMUNITY SCHOOL DISTRICT 08,"456 WHITE PLAINS ROAD
BRONX, NY 10473
(40.815043, -73.85607)"
X371,Urban Institute of Mathematics,650 HOLLYWOOD AVENUE,1034596,240553,210,13,15800,2054380001,BX52,Schuylerville-Throgs Neck-Edgewater Park                                   ,JENNIFER JOYNT,8,X808,COMMUNITY SCHOOL DISTRICT 08,"650 HOLLYWOOD AVENUE
BRONX, NY 10465
(40.826794, -73.818083)"
X375,The Bronx Mathematics Preparatory School,456 WHITE PLAINS ROAD,1024090,236252,209,18,400,2034780018,BX09,Soundview-Castle Hill-Clason Point-Harding Park                            ,Dyon Rozier,8,X808,COMMUNITY SCHOOL DISTRICT 08,"456 WHITE PLAINS ROAD
BRONX, NY 10473
(40.815043, -73.85607)"
X376,Antonia Pantoja Preparatory Academy: A College Boa,1980 LAFAYETTE AVENUE,1024125,238502,209,18,1600,2036040039,BX09,Soundview-Castle Hill-Clason Point-Harding Park                            ,Nalini Singh,8,X808,COMMUNITY SCHOOL DISTRICT 08,"1980 LAFAYETTE AVENUE
BRONX, NY 10473
(40.821218, -73.85593)"
X424,The Hunts Point School,730 BRYANT AVENUE,1016003,236526,202,17,11700,2027630279,BX27,Hunts Point                                                                ,DAVID VAZQUEZ,8,X808,COMMUNITY SCHOOL DISTRICT 08,"730 BRYANT AVENUE
BRONX, NY 10474
(40.815827, -73.885284)"
X448,Soundview Academy for Culture and Scholarship,885 BOLTON AVENUE,1022998,239122,209,18,4200,2036440001,BX09,Soundview-Castle Hill-Clason Point-Harding Park                            ,WILLIAM FRACKELTON,8,X808,COMMUNITY SCHOOL DISTRICT 08,"885 BOLTON AVENUE
BRONX, NY 10473
(40.822925, -73.859998)"
X467,Mott Hall Community School,650 HOLLYWOOD AVENUE,1034596,240553,210,13,15800,2054380001,BX52,Schuylerville-Throgs Neck-Edgewater Park                                   ,BENJAMIN BASILE,8,X808,COMMUNITY SCHOOL DISTRICT 08,"650 HOLLYWOOD AVENUE
BRONX, NY 10465
(40.826794, -73.818083)"
X562,Blueprint Middle School,1111 PUGSLEY AVENUE,1023580,241392,209,18,4001,2037900040,BX55,Soundview-Bruckner                                                         ,TYNEKA HARRINGTON,8,X808,COMMUNITY SCHOOL DISTRICT 08,"1111 PUGSLEY AVENUE
BRONX, NY 10472
(40.829153, -73.857882)"
X004,P.S./M.S. 004 Crotona Park West,1701 FULTON AVENUE,1012488,245969,203,15,16500,2029300075,BX01,Claremont-Bathgate                                                         ,VINCENT RESTO,9,X809,COMMUNITY SCHOOL DISTRICT 09,"1701 FULTON AVENUE
BRONX, NY 10457
(40.841758, -73.897943)"
X022,J.H.S. 022 Jordan L. Mott,270 EAST 167 STREET,1007952,242417,204,16,17500,2024380050,BX14,East Concourse-Concourse Village                                           ,Edgar Lin,9,X809,COMMUNITY SCHOOL DISTRICT 09,"270 EAST 167 STREET
BRONX, NY 10456
(40.832022, -73.91435)"
X117,I.S. 117 Joseph H. Wade,1865 MORRIS AVENUE,1009420,248441,205,14,23301,2028270001,BX41,Mount Hope                                                                 ,DELISE JONES,9,X809,COMMUNITY SCHOOL DISTRICT 09,"1865 MORRIS AVENUE
BRONX, NY 10453
(40.848552, -73.909022)"
X128,Mott Hall III,580 CROTONA PARK SOUTH,1011741,243313,203,16,14900,2029320001,BX35,Morrisania-Melrose                                                         ,JORISIS STUPART,9,X809,COMMUNITY SCHOOL DISTRICT 09,"580 CROTONA PARK SOUTH
BRONX, NY 10456
(40.83447, -73.900654)"
X215,Kappa,3630 THIRD AVENUE,1010829,242956,203,16,14701,2029250001,BX01,Claremont-Bathgate                                                         ,SHERI WARREN,9,X809,COMMUNITY SCHOOL DISTRICT 09,"3630 THIRD AVENUE
BRONX, NY 10456
(40.833493, -73.903951)"
X218,P.S./I.S. 218 Rafael Hernandez Dual Language Magne,1220 GERARD AVENUE,1006506,243749,204,16,19700,2024800008,BX63,West Concourse                                                             ,SERGIO CACERES,9,X809,COMMUNITY SCHOOL DISTRICT 09,"1220 GERARD AVENUE
BRONX, NY 10452
(40.835681, -73.919571)"
X219,I.S. 219 New Venture School,3630 THIRD AVENUE,1010829,242956,203,16,14701,2029250001,BX01,Claremont-Bathgate                                                         ,DOMINIC CIPOLLONE,9,X809,COMMUNITY SCHOOL DISTRICT 09,"3630 THIRD AVENUE
BRONX, NY 10456
(40.833493, -73.903951)"
X229,I.S. 229 Roland Patterson,275 HARLEM RIVER PARK BRIDGE,1005976,249889,205,16,5300,2028820130,BX36,University Heights-Morris Heights                                          ,EZRA MATTHIAS,9,X809,COMMUNITY SCHOOL DISTRICT 09,"275 HARLEM RIVER PARK BRIDGE
BRONX, NY 10453
(40.8524, -73.9216)"
X231,Eagle Academy for Young Men,4143 THIRD AVENUE,1012615,247284,206,15,39500,2029230018,BX01,Claremont-Bathgate                                                         ,Hector Velazquez,9,HS09,NULL,"4143 THIRD AVENUE
BRONX, NY 10457
(40.845366, -73.897479)"
X232,I.S. 232,1700 MACOMBS ROAD,1007706,248754,205,14,21502,2028660070,BX36,University Heights-Morris Heights                                          ,Desiree Resto,9,X809,COMMUNITY SCHOOL DISTRICT 09,"1700 MACOMBS ROAD
BRONX, NY 10453
(40.849416, -73.915217)"
X241,Urban Assembly School for Applied Math and Science,1595 BATHGATE AVENUE,1011429,245148,203,16,16700,2029130001,BX01,Claremont-Bathgate                                                         ,David Krulwich,9,HS03,NULL,"1595 BATHGATE AVENUE
BRONX, NY 10457
(40.839508, -73.901774)"
X303,I.S. X303 Leadership & Community Service,1700 MACOMBS ROAD,1007706,248754,205,14,21502,2028660070,BX36,University Heights-Morris Heights                                          ,PATRICIA BENTLEY,9,X809,COMMUNITY SCHOOL DISTRICT 09,"1700 MACOMBS ROAD
BRONX, NY 10453
(40.849416, -73.915217)"
X313,I.S. 313 School of Leadership Development,1600 WEBSTER AVENUE,1010715,245522,203,16,16700,2028970005,BX01,Claremont-Bathgate                                                         ,EARL BRATHWAITE,9,X809,COMMUNITY SCHOOL DISTRICT 09,"1600 WEBSTER AVENUE
BRONX, NY 10457
(40.840536, -73.904353)"
X323,Bronx Writing Academy,270 EAST 167 STREET,1007952,242417,204,16,17500,2024380050,BX14,East Concourse-Concourse Village                                           ,Lauren Hasson,9,X809,COMMUNITY SCHOOL DISTRICT 09,"270 EAST 167 STREET
BRONX, NY 10456
(40.832022, -73.91435)"
X324,Bronx Early College Academy for Teaching & Learnin,250 EAST 164 STREET,1007025,240954,204,16,18302,2024460043,BX14,East Concourse-Concourse Village                                           ,Yvette Rivera,9,HS09,NULL,"250 EAST 164 STREET
BRONX, NY 10456
(40.828009, -73.917705)"
X325,Urban Science Academy,1000 TELLER AVENUE,1008032,240747,204,16,17300,2024240001,BX14,East Concourse-Concourse Village                                           ,PATRICK KELLY,9,X809,COMMUNITY SCHOOL DISTRICT 09,"1000 TELLER AVENUE
BRONX, NY 10456
(40.827438, -73.914067)"
X327,Comprehensive Model School Project M.S. 327,1501 JEROME AVENUE,1007429,246415,204,14,20900,2028590077,BX63,West Concourse                                                             ,Alixandre Ricci,9,X809,COMMUNITY SCHOOL DISTRICT 09,"1501 JEROME AVENUE
BRONX, NY 10452
(40.842503, -73.916084)"
X328,New Millennium Business Academy Middle School,1000 TELLER AVENUE,1008032,240747,204,16,17300,2024240001,BX14,East Concourse-Concourse Village                                           ,DORALD BASTIAN,9,X809,COMMUNITY SCHOOL DISTRICT 09,"1000 TELLER AVENUE
BRONX, NY 10456
(40.827438, -73.914067)"
X339,I.S. 339,1600 WEBSTER AVENUE,1010715,245522,203,16,16700,2028970005,BX01,Claremont-Bathgate                                                         ,Kim Outerbridge,9,X809,COMMUNITY SCHOOL DISTRICT 09,"1600 WEBSTER AVENUE
BRONX, NY 10457
(40.840536, -73.904353)"
X350,New Directions Secondary School,240 EAST 172 STREET,1008775,245072,204,16,22500,2028170002,BX14,East Concourse-Concourse Village                                           ,James Waslawski,9,HS10,NULL,"240 EAST 172 STREET
BRONX, NY 10457
(40.839307, -73.911366)"
X361,The Highbridge Green School,200 West 167th Street,1004055,244663,204,16,19300,2025270032,BX26,Highbridge                                                                 ,Kyle Brillante,9,X809,COMMUNITY SCHOOL DISTRICT 09,"200 West 167th Street
Bronx, NY 10452
(40.838232, -73.927892)"
X413,Bronx High School for Medical Science,240 EAST 172 STREET,1008775,245072,204,16,22500,2028170002,BX14,East Concourse-Concourse Village                                           ,WILLIAM QUINTANA,9,HS09,NULL,"240 EAST 172 STREET
BRONX, NY 10457
(40.839307, -73.911366)"
X454,Science and Technology Academy: A Mott Hall School,250 EAST 164 STREET,1007025,240954,204,16,18302,2024460043,BX14,East Concourse-Concourse Village                                           ,Dr. PATRICK AWOSOGBA,9,X809,COMMUNITY SCHOOL DISTRICT 09,"250 EAST 164 STREET
BRONX, NY 10456
(40.828009, -73.917705)"
X505,"Bronx School for Law, Government and Justice",244 EAST 163 STREET,1006660,240754,204,16,18302,2024450006,BX14,East Concourse-Concourse Village                                           ,Johanie Hernandez,9,HS03,NULL,"244 EAST 163 STREET
BRONX, NY 10451
(40.827461, -73.919024)"
X568,Young Women's Leadership School of the Bronx,1865 MORRIS AVENUE,1009420,248441,205,14,23301,2028270001,BX41,Mount Hope                                                                 ,Lemarie Laureano,9,HS08,NULL,"1865 MORRIS AVENUE
BRONX, NY 10453
(40.848552, -73.909022)"
